50
  4.4800001E+15  1.3687948E-15
  4.9863309E+15  9.1459748E-16
  5.5498880E+15  6.8187640E-16
  6.1771379E+15  5.3306070E-16
  6.8752800E+15  4.2759727E-16
  7.6523261E+15  3.4837793E-16
  8.5171945E+15  2.8665477E-16
  9.4798110E+15  2.3737357E-16
  1.0551222E+16  1.9735550E-16
  1.1743725E+16  1.6447244E-16
  1.3071004E+16  1.3722924E-16
  1.4548293E+16  1.1453396E-16
  1.6192545E+16  9.5562965E-17
  1.8022632E+16  7.9677365E-17
  2.0059557E+16  6.6369333E-17
  2.2326694E+16  5.5226542E-17
  2.4850062E+16  4.5908193E-17
  2.7658625E+16  3.8128579E-17
  3.0784612E+16  3.1645707E-17
  3.4263898E+16  2.6253306E-17
  3.8136415E+16  2.1775053E-17
  4.2446603E+16  1.8060331E-17
  4.7243936E+16  1.4980997E-17
  5.2583461E+16  1.2428760E-17
  5.8526458E+16  1.0312863E-17
  6.5141138E+16  8.5578617E-18
  7.2503412E+16  7.1014266E-18
  8.0697771E+16  5.8922267E-18
  8.9818254E+16  4.8880162E-18
  9.9969539E+16  4.0539758E-18
  1.1126813E+17  3.3613417E-18
  1.2384369E+17  2.7862878E-18
  1.3784054E+17  2.3086652E-18
  1.5341932E+17  1.9122937E-18
  1.7075883E+17  1.5836033E-18
  1.9005804E+17  1.3112292E-18
  2.1153846E+17  1.0856665E-18
  2.3544662E+17  8.9897648E-19
  2.6205686E+17  7.4453751E-19
  2.9167463E+17  6.1683360E-19
  3.2463978E+17  5.1127543E-19
  3.6133065E+17  4.2404928E-19
  4.0216837E+17  3.5198944E-19
  4.4762156E+17  2.9247111E-19
  4.9821191E+17  2.4332022E-19
  5.5451996E+17  2.0273792E-19
  6.1719202E+17  1.6923756E-19
  6.8694724E+17  1.4159198E-19
  7.6458623E+17  1.1878992E-19
  8.5100001E+17  9.9999997E-20
